simple_sku,product_name,sale_price,discounted_price,discounted_percentage,currency,Category lv1,Category lv2,Category lv3,picture_url,image_url_2,image_url_3,image_url_4,image_url_5,tracking_link,brand
DE262ELAA9KYPOANID-22163848,Dell Inspiron 15-7567 - i7 7700HQ/ 16GB/ 256GB SSD + 1TB/ GTX1050Ti 4GB/ W10/ 15.6 inch FHD,18499000,17599000,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-25649061-7dd7a1a5114a63006e06c0f6c87b018e-product.jpg,http://id-live-01.slatic.net/p/2/image-25649061-5b90548ced7a55b0c9260d35808a1528-product.jpg,http://id-live-01.slatic.net/p/2/image-25649061-e7f92b900433133e27131d3ad737a93b-product.jpg,http://id-live-01.slatic.net/p/2/image-25649061-83251aa406c1e3d5ec170b783d1f2721-product.jpg,http://id-live-01.slatic.net/p/2/image-25649061-1304bff262874b9893b3a426a606c7fb-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-7567-i7-7700hq-16gb-256gb-ssd-1tb-gtx1050ti-4gb-w10-156fhd-16094652.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAA9OPZ1ANID-22361164,Dell Inspiron 15-7567 - i7 7700HQ/ 8GB/ 128GB SSD + 500GB/ GTX1050Ti 4GB/ W10/ 15.6 inch FHD,15999000,15199000,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-94996261-7dd7a1a5114a63006e06c0f6c87b018e-product.jpg,http://id-live-01.slatic.net/p/2/image-94996261-5b90548ced7a55b0c9260d35808a1528-product.jpg,http://id-live-01.slatic.net/p/2/image-94996261-1304bff262874b9893b3a426a606c7fb-product.jpg,http://id-live-01.slatic.net/p/2/image-94996261-e7f92b900433133e27131d3ad737a93b-product.jpg,http://id-live-01.slatic.net/p/2/image-94996261-83251aa406c1e3d5ec170b783d1f2721-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-7567-i7-7700hq-8gb-128gb-ssd-500gb-gtx1050ti-4gb-w10-156fhd-16269949.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAA9OQQ5ANID-22362497,NEW DELL INSPIRON 15-7567 - I7 7700HQ/ 16GB/ 256GB SSD + 1TB/ GTX1050Ti 4GB/ W10/ 15.6 inch FHD,17999000,17999000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-52907261-a12d1b646f90bcc9c411e207604cf4aa-product.jpg,http://id-live-01.slatic.net/p/2/image-52907261-903769653077efe46388d8a1a08bf4c7-product.jpg,http://id-live-01.slatic.net/p/2/image-52907261-58723e9b429c32dcaf80e4991d2d3939-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fnew-dell-inspiron-15-7567-i7-7700hq-16gb-256gb-ssd-1tb-gtx1050ti-4gb-w10-156fhd-16270925.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAA9OQQGANID-22362506,Resmi Dell Inspiron 15-7567 - I7 7700HQ/ 8GB/ 128GB SSD + 500GB/ GTX1050Ti 4GB/ W10/ 15.6 inch FHD,15999000,15999000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-63907261-a12d1b646f90bcc9c411e207604cf4aa-product.jpg,http://id-live-01.slatic.net/p/2/image-63907261-903769653077efe46388d8a1a08bf4c7-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fresmi-dell-inspiron-15-7567-i7-7700hq-8gb-128gb-ssd-500gb-gtx1050ti-4gb-w10-156fhd-16270936.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAA9QTPQANID-22480776,Dell Inspiron 15 - i7 7700HQ | 16GB RAM | 256GB SSD + 1TB | GTX1050Ti 4GB | W10 | 15.6 inch FHD,18499000,17555000,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-01186361-c15a11d117c55dc67107f41bf6ae2b4f-product.jpg,http://id-live-01.slatic.net/p/2/image-01186361-5c4ce57f21b4daeb08aa4d39ed693cba-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-i7-7700hq-16gb-ram-256gb-ssd-1tb-gtx1050ti-4gb-w10-156fhd-16368110.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAA9RM06ANID-22529124,Dell - Notebook Inspiron 15 7567 - 15.6 inch  - Intel Core i5-7300HQ - 4GB- 1TB - Hitam - Include Kaspersky Anti Virus 6bln,13500000,12525000,7,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-47740461-a3ff35107b1b15ae1fe76ca78a03af74-product.jpg,http://id-live-01.slatic.net/p/2/image-47740461-7b9d5acc83de23985e8416fb414332c2-product.jpg,http://id-live-01.slatic.net/p/2/image-47740461-7c0616f10bea98bcc9d94fd7e271486c-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-notebook-inspiron-15-7567-156-intel-core-i5-7300hq-4gb-1tb-hitam-include-kaspersky-anti-virus-6bln-16404774.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAA9WQ0YANID-22811379,DELL INSPIRON 15 - i7 7700HQ/ 8GB/ 128GB SSD + 500GB/ GTX1050Ti 4GB/ W10/ 15.6 inch FHD,15999000,15199000,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-66234661-c15a11d117c55dc67107f41bf6ae2b4f-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-i7-7700hq-8gb-128gb-ssd-500gb-gtx1050ti-4gb-w10-156fhd-16643266.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAAA1MMKANID-23059508,Dell Inspiron 7447 [Ci7-4720HQ/ 8GB/ 1TB/ GTX 950M 4GB/ Windows 10] Hitam,13600000,13600000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-04127861-35fb8d404779e1d39ac57c0370af432d-product.jpg,http://id-live-01.slatic.net/p/2/image-04127861-8f940aabd4137475dd615313e7126b93-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-7447-ci7-4720hq-8gb-1tb-gtx-950m-4gb-windows-10-hitam-16872140.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAAA61TKANID-23286339,Dell Inspiron 7567 [Ci7-7700HQ/ 8GB/ 500GB + 128SSD/ GTX 4GB/ Windows 10] Merah,15300000,15300000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-65487071-99dc8a51cec6199e6b910d5e927bad7c-product.jpg,http://id-live-01.slatic.net/p/2/image-65487071-3d8a781255d599185e9e73c3863720e5-product.jpg,http://id-live-01.slatic.net/p/2/image-65487071-575d1953eee2c9f083fcddd2bc5e61ef-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-7567-ci7-7700hq-8gb-500gb-128ssd-gtx-4gb-windows-10-merah-17078456.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAAA61TMANID-23286341,Dell Inspiron 7567 [Ci7-7700HQ/ 8GB/ 500GB + 128SSD/ GTX 4GB/ Windows 10] Hitam,15300000,15300000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-85487071-a4f349a21ead268497be2dcfa949f010-product.jpg,http://id-live-01.slatic.net/p/2/image-85487071-61cdf51ef90c0a4fdf690c156f688a38-product.jpg,http://id-live-01.slatic.net/p/2/image-85487071-7aa1b39cb1e134d6c5e9ebcd7fafc93a-product.jpg,http://id-live-01.slatic.net/p/2/image-85487071-964c49e13c53b6baaa7f44fa8cd57d2b-product.jpg,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-7567-ci7-7700hq-8gb-500gb-128ssd-gtx-4gb-windows-10-hitam-17078458.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAABPHLGANID-26300682,DELL PANDORA 15-7567 I7-7700HQ/8GB/1050-4GB/500+128GB,14799000,14799000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-08946691-cd332068babeccd834ce02148cf05e87-product.jpg,http://id-live-01.slatic.net/p/2/image-08946691-971c0c31f51247265048fdd099f10dbf-product.jpg,http://id-live-01.slatic.net/p/2/image-08946691-bc152ca8f3ddf9959c2eba146479a523-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-pandora-15-7567-i7-7700hq8gb1050-4gb500128gb-19664980.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAABTBCWANID-26543828,Dell Gaming 15 7567 - i7 7700HQ - 8GB - 128GB SSD - 500GB - GTX1050TI - W10 - 15.6 inch  Full HD 1080p,14888000,14888000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-02534891-526c8b4caa9912ad9fa7db92007a557f-product.jpg,http://id-live-01.slatic.net/p/2/image-02534891-70380ef8f54598a525b7d6d005cfb9ec-product.jpg,http://id-live-01.slatic.net/p/2/image-02534891-bc152ca8f3ddf9959c2eba146479a523-product.jpg,http://id-live-01.slatic.net/p/2/image-02534891-36384eba1b4593cd693dac8c2e937106-product.jpg,http://id-live-01.slatic.net/p/2/image-02534891-8f45ae14ed15673b7cea22940a227589-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-gaming-15-7567-i7-7700hq-8gb-128gb-ssd-500gb-gtx1050ti-w10-156-full-hd-1080p-19843520.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAABTBCYANID-26543830,Dell Pandora 15 7567 - 16GB DDR4 - i7 7700HQ - 128GB SSD - 500GB - W10 - GTX1050TI - 15.6 inch  Full HD 1080p,15850000,15850000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-22534891-526c8b4caa9912ad9fa7db92007a557f-product.jpg,http://id-live-01.slatic.net/p/2/image-22534891-bc152ca8f3ddf9959c2eba146479a523-product.jpg,http://id-live-01.slatic.net/p/2/image-22534891-36384eba1b4593cd693dac8c2e937106-product.jpg,http://id-live-01.slatic.net/p/2/image-22534891-70380ef8f54598a525b7d6d005cfb9ec-product.jpg,http://id-live-01.slatic.net/p/2/image-22534891-df89bdbe4cec4c04b9297ae390c4bf26-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-pandora-15-7567-16gb-ddr4-i7-7700hq-128gb-ssd-500gb-w10-gtx1050ti-156-full-hd-1080p-19843522.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAABTBJ7ANID-26544152,DELL PANDORA 15- 7567 I7 7700/8GB/500+128GB SSD/GTX1050 4GB/FHD/WIN10,14850000,14850000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-74734891-4296c00a03fc32df94cfa0633cc8f832-product.jpg,http://id-live-01.slatic.net/p/2/image-74734891-b38278b06ece792c033fc2826681805e-product.jpg,http://id-live-01.slatic.net/p/2/image-74734891-b4ef51ade20a57f2247f8fb35d4fe9e9-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-pandora-15-7567-i7-77008gb500128gb-ssdgtx1050-4gbfhdwin10-19843747.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAAC6QCQANID-27320172,Dell Inspiron 14-5459 Core i7 6500U | 4GB RAM | 1TB HDD | R5 M335 4GB | WIN 10 | 14 inch  HD |,9999000,9099000,9,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-28496402-7833e9fae74dc9dc6f024879cf8ea23c-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-5459-core-i7-6500u-4gb-ram-1tb-hdd-r5-m335-4gb-win-10-14-hd-20469482.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACHG1UANID-27889058,Dell Inspiron 14-5468 Core i7-7500U Radeon R7-M440,18900000,14915000,21,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-64396902-f17b744923ef8c45d178e54bd5e4f9b4-product.jpg,http://id-live-01.slatic.net/p/2/image-64396902-35abe5a9583adff4ffe5fba1ead44a9c-product.jpg,http://id-live-01.slatic.net/p/2/image-64396902-27208159e7caa77258f7720caff7270e-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-5468-core-i7-7500u-radeon-r7-m440-20969346.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACNBTCANID-28207965,Lenovo IdeaPad Y700 (15ISK) - Intel Core i7 6700HQ - HDD 1TB+SSD 128GB - RAM 8GB - GTX960-4GB - 15.6 inch  FHD - Windows 10 - Hitam,25000000,19000000,24,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-29734212-d1edbbabde6d7e5b04b7b8c0cdca8782-product.jpg,http://id-live-01.slatic.net/p/2/image-29734212-588cca8e0984fe3e8b11c9a032e71a54-product.jpg,http://id-live-01.slatic.net/p/2/image-29734212-0b1e395552a5ca38ce98e0c33dea6db5-product.jpg,http://id-live-01.slatic.net/p/2/image-29734212-38c8d7b9ca1cf8c8a6235cf095bb983a-product.jpg,http://id-live-01.slatic.net/p/2/image-29734212-3613092a083dbd506d3abca626bf7016-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-y700-15isk-intel-core-i7-6700hq-hdd-1tbssd-128gb-ram-8gb-gtx960-4gb-156-fhd-windows-10-hitam-21243792.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACNRGKANID-28229106,Dell Inspiron 15-5567 - Intel Core i5-7200 - 8GB - 1TB - VGA 2GB - 15.6 inch  - Windows 10 SL - Black,13999000,11399000,19,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-86046212-4edb49374a5c132db5c997b642ad5afe-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-5567-intel-core-i5-7200-8gb-1tb-vga-2gb-156-windows-10-sl-black-21264068.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACNRGSANID-28229117,Dell Inspiron 14-5468 - Intel Core i5-7200 - 4GB - 500GB - VGA - 14 inch  - Ubuntu - Silver,8199999,7500000,9,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-67046212-5243f9be182c7a23cff30df730ea227a-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-5468-intel-core-i5-7200-4gb-500gb-vga-14-ubuntu-silver-21264076.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACNRIJANID-28229179,Dell Inspiron 15-3567 - Intel Core i5-7200 - 4GB - 500GB - VGA - 15.6 inch  - Ubuntu - Hitam,7999999,7349000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-93146212-3b3775912f6732f378909039f590dfb8-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-3567-intel-core-i5-7200-4gb-500gb-vga-156-ubuntu-hitam-21264139.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACOJRIANID-28266085,Dell Inspiron 15-3567 - Intel Core i5-7200 - 4GB - 500GB - VGA - 15.6 inch  - Ubuntu - Grey,7999999,7349000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-05700312-21faf9980502db4df5b958c8758d77d4-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-15-3567-intel-core-i5-7200-4gb-500gb-vga-156-ubuntu-grey-21300750.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACOJUSANID-28266191,Dell Inspiron 14-5468 - Intel Core i5-7200 - 4GB - 500GB - VGA - 14 inch  - Ubuntu - Hitam,7999999,7500000,6,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-86800312-1bf434b670178be713f5d0d2fc5e507c-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-5468-intel-core-i5-7200-4gb-500gb-vga-14-ubuntu-hitam-21300868.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACOKF2ANID-28266920,Dell Inspiron 14-3458 - Intel Core i3-5005 - 4GB RAM - VGA - Linux,6699999,5699000,15,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-89510312-25cf0bcc339d0afb867730737fc3db63-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-3458-intel-core-i3-5005-4gb-ram-vga-linux-21301598.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACOKFDANID-28266930,Dell Inspiron 14-3458 - Intel Core i3-5005 - 4GB RAM - VGA - Linux,6699999,5699000,15,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-90610312-b8b9dfd354c1972b490abb5834dab10f-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-3458-intel-core-i3-5005-4gb-ram-vga-linux-21301609.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
DE262ELAACOKI6ANID-28267032,Dell Inspiron 14-5468 - Intel Core i5-7200 - 4GB - 500GB - VGA - 14 inch  - Ubuntu - Putih,8199999,7519000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-01710312-24ff5038448c2e1f0053ceb782a95947-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fdell-inspiron-14-5468-intel-core-i5-7200-4gb-500gb-vga-14-ubuntu-putih-21301710.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
